id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,pos_src,dist_src,mag_src,pm_src,rv_src,spect_src
1162066,54477.0,96819.0,4334.0,,,,11.14555527,-28.08066766,54.6033,-69.211,-22.181,9.299,5.43,1.744,A1 V,0.069,-46.975,10.687,-25.703,-1.42256179e-06,1.911305341e-05,-9.65726167e-06,2.917899543,-0.4901001063,-3.355443964e-07,-1.075365225e-07,,,Hya,1,1162066,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1604148,80030.0,147189.0,,,,,16.33643101,5.71741292,370.5351,-21.32,-7.505,,8.77,0.926,K2,1.136,-155.5448,-334.2748,36.9137,-3.528996383e-05,1.493945552e-05,-1.341462473e-05,4.276867632,0.09978768004,-1.033622767e-07,-3.63852667e-08,,,Her,1,1604148,,,,,,T,G_R3,HIP,G_R3,N,T
1517102,75522.0,136947.0,,,,,15.42912385,-53.05795738,59.9129,31.715,4.374,10.748,6.66,2.772,F0 IV/V,0.27,-22.447,-28.155,-47.885,2.45138793e-06,-1.170161898e-05,-8.02198036e-06,4.039335174,-0.9260360496,1.537586588e-07,2.12057504e-08,,,Lup,1,1517102,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1059636,49487.0,87512.0,,,,,10.10329346,31.23113307,310.2486,-5.19,-26.193,4.165,8.12,0.661,G5,1.118,-233.249,126.384,160.861,-1.744402333e-05,1.832967287e-05,-3.147942089e-05,2.64503604,0.5450861006,-2.516183e-08,-1.269872473e-07,,,LMi,1,1059636,,,,,,T,G_R3,HIP,G_R3,G_R3,T
772182,37984.0,62947.0,,,,,7.78529598,18.78866126,621.118,-2.23,-4.41,,8.27,-0.696,A0,0.115,-264.937,524.954,200.049,4.06723813e-06,6.84384148e-06,-1.257192817e-05,2.038185719,0.3279240007,-1.08113451e-08,-2.13802833e-08,,,Gem,1,772182,,,,,,T,HIP,HIP,HYG,N,T
204137,12600.0,16761.0,,,,,2.70020762,30.93578029,133.8176,104.371,-45.143,22.009,6.81,1.177,K 0 IV,1.036,87.276,74.549,68.793,-1.785003126e-05,7.380242385e-05,-1.354961981e-05,0.706912701,0.5399312221,5.060048865e-07,-2.188594398e-07,,,Ari,1,204137,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2240033,102801.0,198638.0,,,,,20.82686655,51.31430309,64.2124,8.174,-44.938,-8.602,6.65,2.612,F2,0.372,27.065,-29.637,50.123,5.53479828e-06,-2.28673484e-06,-1.561136285e-05,5.452460906,0.8956035413,3.96286702e-08,-2.178655718e-07,,,Cyg,1,2240033,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2548351,118084.0,,,,,,23.95364598,69.16165613,1080.6784,-1.374,-0.574,,10.4,0.232,,0.57,384.404,-4.665,1009.989,2.72342347e-06,-7.23246368e-06,-1.06973374e-06,6.271049846,1.207098614,-6.66134e-09,-2.7828305e-09,,,Cep,1,2548351,,,,,,T,G_R3,HIP,G_R3,N,N
1633164,81370.0,149973.0,,,,,16.61813066,26.75418976,66.6265,-46.868,40.061,-23.062,8.02,3.902,F5,0.511,-21.057,-55.643,29.993,-4.6430126e-06,3.050377463e-05,9.3780673e-07,4.350616428,0.4669486995,-2.272224758e-07,1.942212086e-07,,,Her,1,1633164,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1587916,79252.0,145208.0,,,,,16.17468843,-22.22994567,144.5322,-11.291,-22.124,-5.696,9.62,3.82,G5 V,0.831,-61.528,-118.802,-54.68,-1.84800083e-06,1.363450308e-05,-1.214648913e-05,4.234523524,-0.387985744,-5.47403127e-08,-1.072601787e-07,,,Sco,1,1587916,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1085265,50686.0,89629.0,,,,,10.35100985,27.73017451,274.2897,10.142,-56.857,20.579,8.0,0.809,G8IV,0.916,-220.512,101.587,127.629,-5.451449045e-05,1.026576222e-05,-5.712950878e-05,2.709888039,0.4839828468,4.91698035e-08,-2.756505144e-07,,,Leo,1,1085265,,,,,,T,G_R3,HIP,G_R3,G_R3,T
415009,25725.0,36115.0,,,,,5.49344081,5.22721466,432.8825,-2.513,-0.614,,8.21,0.028,B8,0.013,57.001,427.297,39.438,5.24333163e-06,-5.8088792e-07,-1.28347595e-06,1.438179439,0.09123210642,-1.21833678e-08,-2.976756e-09,,,Ori,1,415009,,,,,,T,G_R3,HIP,G_R3,N,T
2162581,100026.0,193078.0,,,,,20.2940758,23.16725614,164.8968,34.416,29.036,,8.45,2.364,F5,0.443,85.6732,-125.0701,64.8734,1.753708812e-05,2.30821133e-05,2.134047223e-05,5.312976614,0.4043448978,1.668534763e-07,1.407705003e-07,,,Vul,1,2162581,,,,,,T,G_R3,HIP,G_R3,N,T
1622280,80852.0,144444.0,,,,,16.51117191,-85.51068055,431.0144,-20.681,-13.908,34.339,8.15,-0.022,K2/3 III,1.486,-12.819,-31.206,-429.692,-3.000879267e-05,4.067647206e-05,-3.728523202e-05,4.322614693,-1.49244292,-1.002643173e-07,-6.74278867e-08,,,Oct,1,1622280,,,,,,T,G_R3,HIP,G_R3,G_R3,T
263907,16787.0,278818.0,,,,,3.60021655,34.14373961,329.319,8.104,-9.515,2.546,10.29,2.702,A 5 V,0.35,160.191,220.511,184.837,-4.18996093e-06,1.624645334e-05,-1.111050416e-05,0.9425344877,0.5959206745,3.92893007e-08,-4.61300217e-08,,,Per,1,263907,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1473735,73057.0,131544.0,,,,,14.93012464,-44.69667923,446.8874,6.078,3.912,24.242,7.95,-0.301,K3 III,1.572,-228.695,-220.477,-314.32,-7.83891885e-06,-2.584951244e-05,-1.14132204e-05,3.908697486,-0.7801042164,2.94669755e-08,1.89659112e-08,,,Lup,1,1473735,,,,,,T,G_R3,HIP,G_R3,G_R3,T
335264,21510.0,29224.0,,,,,4.61918446,27.92573674,195.7478,-18.54,-10.497,3.158,7.45,0.992,A0,0.193,61.169,161.776,91.674,1.911612148e-05,8.0997048e-07,-7.28871163e-06,1.209299662,0.4873960516,-8.98844564e-08,-5.0890892e-08,,,Tau,1,335264,,,,,,T,G_R3,HIP,G_R3,G_R3,T
12194,730.0,469.0,23.0,,,,0.15066503,-54.00193027,201.9182,49.823,16.095,1.0,6.32,-0.206,G8 III + A/F,0.738,118.5873,4.6795,-163.3596,1.141424309e-05,4.926093192e-05,8.43310174e-06,0.03944401257,-0.9425114846,2.415487201e-07,7.80307619e-08,,,Phe,1,12194,,,,,,T,G_R3,HIP,G_R3,HYG,T
358337,22888.0,31383.0,,,,,4.92285467,-0.35284776,284.2493,-3.984,-6.749,,8.16,0.892,A0 (V),0.02,79.097,273.017,-1.75,5.25764929e-06,-1.58312412e-06,-9.30034286e-06,1.288800337,-0.006158355163,-1.9314977e-08,-3.27200753e-08,,,Ori,1,358337,,,,,,T,G_R3,HIP,G_R3,N,T
2511743,115925.0,,,,,,23.486879,63.374304,4497.6242,-3.184,-1.572,-65.924,11.63,-1.635,G1IB,1.82,1997.493,-269.956,4020.668,-8.87285844e-06,-6.885567232e-05,-7.563201626e-05,6.148850536,1.106090265,-1.54364676e-08,-7.6212711e-09,,,Cas,1,2511743,,,,,,HIP_X,G_R3,HIP,G_R3,G_R3,HYG
67773,4116.0,4947.0,,,,,0.879232,68.86579904,207.4369,2.787,-3.636,6.366,7.2,0.616,A2,0.1,72.819,17.064,193.484,4.96720533e-06,4.04269357e-06,4.75346312e-06,0.2301823991,1.201934934,1.35117573e-08,-1.76278254e-08,,,Cas,1,67773,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
2266752,103814.0,200011.0,8042.0,,,,21.03686865,-43.00214509,83.522,74.918,-112.707,-33.76,6.64,2.031,F8/G0 V,0.663,43.606,-42.7721,-56.9635,-1.900362558e-05,6.113334013e-05,-9.8280509e-06,5.507439327,-0.7505290164,3.632127132e-07,-5.464189549e-07,,,Mic,1,2266752,,,,,,T,G_R3,HIP,G_R3,G_R3,T
111547,6877.0,9066.0,,,,,1.47615113,-37.95955549,309.9161,32.923,-11.893,-4.779,7.83,0.374,K3 III,1.299,226.331,92.098,-190.631,-3.239472844e-05,4.02223977e-05,-1.108289153e-05,0.3864554617,-0.6625192251,1.59615208e-07,-5.7658891e-08,,,Scl,1,111547,,,,,,T,G_R3,HIP,G_R3,G_R3,T
496255,29212.0,42203.0,,,,,6.16045385,4.71760501,353.4825,-3.86,-3.722,,7.9,0.158,B8 V,-0.102,-14.794,351.974,29.072,6.58714629e-06,8.0178896e-07,-6.35704104e-06,1.612803045,0.08233774014,-1.87138081e-08,-1.80447652e-08,,,Ori,1,496255,,,,,,T,G_R3,HIP,G_R3,N,T
1051561,49123.0,87222.0,,,,,10.02585365,-60.34946051,964.397,-7.088,3.975,,8.57,-1.351,B3 IV,-0.099,-414.782,235.746,-838.118,2.33377858e-06,3.679229544e-05,9.1939831e-06,2.624762345,-1.053296786,-3.43635937e-08,1.92713438e-08,,,Car,1,1051561,,,,,,T,G_R3,HIP,G_R3,N,T
933123,43730.0,76036.0,,,,,8.90597917,20.58618278,347.0231,-19.844,-5.236,31.439,8.32,0.618,K0,0.919,-223.99,235.297,122.019,1.29165747e-06,4.706317111e-05,3.05988848e-06,2.331579892,0.3592966695,-9.62064268e-08,-2.53848443e-08,,,Cnc,1,933123,,,,,,T,G_R3,HIP,G_R3,G_R3,T
266849,17001.0,,,,,,3.64485582,-24.04730857,474.029,80.712,-124.312,101.477,9.92,1.541,,0.647,250.315,353.177,-193.162,-0.0001638451649,8.959991628e-05,-0.0003031774732,0.9542210212,-0.4197047103,3.913028179e-07,-6.026815826e-07,,,For,1,266849,,,,,,T,G_R3,HIP,G_R3,G_R3,N
879459,41604.0,72740.0,,,,,8.48155889,-72.0817771,175.9133,-25.127,44.401,,6.88,0.654,A3 III,0.211,-32.739,43.096,-167.381,-4.73198663e-06,4.165314101e-05,1.165048448e-05,2.220466922,-1.25806434,-1.218191335e-07,2.152621223e-07,,,Vol,1,879459,,,,,,T,G_R3,HIP,G_R3,N,T
1276444,61162.0,109040.0,,,,,12.53311599,-41.05513204,232.3794,21.796,-18.711,28.365,6.97,0.139,K2 III,1.228,-173.528,-24.378,-152.623,-4.53563015e-06,-2.543327761e-05,-3.494838537e-05,3.28116209,-0.7165472281,1.056699898e-07,-9.07134878e-08,,,Cen,1,1276444,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1611231,80364.0,148329.0,,,,,16.40484492,55.33197116,44.0291,-4.006,-324.148,-43.09,6.93,3.711,F8,0.575,-10.158,-22.892,36.212,-1.369484179e-05,-2.875702011e-05,-7.560133556e-05,4.294778352,0.9657250773,-1.9421636e-08,-1.571513849e-06,,,Dra,1,1611231,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
1314630,63583.0,113104.0,,,,,13.02951812,-39.61615617,137.2493,-169.021,26.761,-14.252,6.65,0.962,K0/1 III,1.041,-101.911,-28.153,-87.516,-3.006810869e-05,0.0001083703685,2.301154769e-05,3.411119863,-0.6914323614,-8.19436931e-07,1.297409891e-07,,,Cen,1,1314630,,,,,,T,G_R3,HIP,G_R3,G_R3,T
392236,24590.0,34539.0,,,,,5.27508432,-37.57264472,223.3122,10.508,33.24,39.3,8.35,1.605,F2 IV,0.364,33.389,173.815,-136.168,-1.02371269e-06,5.497776902e-05,4.01405825e-06,1.381013844,-0.6557663583,5.09442216e-08,1.611520674e-07,,,Col,1,392236,,,,,,T,G_R3,HIP,G_R3,G_R3,T
806424,39075.0,65604.0,,,,,7.9947596,4.88696767,578.6214,2.027,-2.461,19.392,7.76,-1.052,K5,1.578,-287.574,499.674,49.293,-1.507854136e-05,1.479934699e-05,-5.18912906e-06,2.093023166,0.08529367618,9.8271733e-09,-1.19312647e-08,,,CMi,1,806424,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1378811,67401.0,120129.0,,,,,13.81344209,-52.82974557,69.941,-10.891,47.398,25.365,7.93,3.706,G0 V,0.558,-37.584,-19.317,-55.732,-2.701742442e-05,-9.73396342e-06,-1.096016873e-05,3.616350678,-0.9220530021,-5.28010579e-08,2.297919883e-07,,,Cen,1,1378811,,,,,,T,G_R3,HIP,G_R3,G_R3,T
361090,23042.0,31838.0,,,,,4.95563678,-37.89963065,64.7875,36.594,-230.794,-9.776,8.94,4.883,G6 V,0.649,13.804,49.224,-39.798,-2.522055809e-05,-4.736793273e-05,-5.105984363e-05,1.297382674,-0.6614733394,1.774127183e-07,-1.118920886e-06,,,Cae,1,361090,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1669757,83090.0,153229.0,6302.0,,,,16.97821152,-14.86967842,50.3602,-1.735,-26.514,-13.442,6.48,2.97,F3 IV/V,0.391,-12.866,-46.943,-12.923,3.54259816e-06,1.452731145e-05,-2.72853692e-06,4.444885377,-0.2595248468,-8.4115174e-09,-1.285434993e-07,,,Oph,1,1669757,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1974695,94045.0,178224.0,,,,,19.14635197,-25.07932206,245.5412,-0.932,-0.169,-18.855,6.86,-0.091,B8 IV,0.001,65.746,-212.452,-104.078,-6.24761321e-06,1.643769637e-05,7.99129966e-06,5.012503219,-0.4377167436,-4.5184635e-09,-8.193351e-10,,,Sgr,1,1974695,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1668791,83041.0,152961.0,,,,,16.96896229,-36.65269808,738.7486,-1.452,-3.049,,10.2,0.858,A0,0.205,-158.042,-571.215,-441.006,-3.27363069e-06,7.66915231e-06,-8.76036254e-06,4.442463934,-0.6397102605,-7.0394946e-09,-1.47819691e-08,,,Sco,1,1668791,,,,,,T,G_R3,HIP,G_R3,N,T
1682875,83651.0,,,,,,17.09719868,4.96377069,48.9714,-142.722,136.634,-47.91,10.46,7.01,,1.211,-11.424,-47.431,4.237,-2.085469448e-05,5.81194727e-05,2.807795395e-05,4.476036142,0.08663414176,-6.919357812e-07,6.624203243e-07,,,Oph,1,1682875,,,,,,T,G_R3,HIP,G_R3,G_R3,N
2014215,95349.0,183609.0,,,,,19.39856383,72.58333902,564.3021,-1.352,-11.323,-13.391,7.97,-0.788,K5,1.688,60.471,-157.71,538.431,5.65956646e-06,-2.509374453e-05,-2.233861767e-05,5.078532129,1.266818247,-6.554681e-09,-5.4895453e-08,,,Dra,1,2014215,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1069369,49940.0,88603.0,,,,,10.19666781,-50.15671179,417.9554,-16.309,5.106,14.0,7.93,-0.176,AP SI,-0.112,-238.4876,121.7775,-320.9059,-2.1578759e-07,3.72156891e-05,-4.36484092e-06,2.669481387,-0.8753997617,-7.90682632e-08,2.47545865e-08,,,Vel,1,1069369,,,,,,T,G_R3,HIP,G_R3,HYG,T
2322620,106242.0,204832.0,,,,,21.51923122,5.57919165,734.4791,6.937,-1.847,-4.782,8.12,-1.21,M0,1.589,582.174,-442.079,71.407,1.157071466e-05,2.222918984e-05,-7.01974416e-06,5.633721553,0.09737526378,3.3631525e-08,-8.9545087e-09,,,Peg,1,2322620,,,,,,T,G_R3,HIP,G_R3,G_R3,T
768264,37862.0,63747.0,,,,,7.7616349,-67.06979163,765.8985,-5.075,8.473,10.33,8.3,-1.121,F7 III,0.743,-132.794,267.225,-705.377,2.14969438e-06,3.802156882e-05,2.52911237e-06,2.031991263,-1.170588691,-2.46042943e-08,4.10782632e-08,,,Vol,1,768264,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1595272,79629.0,146868.0,,,,,16.2491892,60.66977405,30.9208,27.984,445.877,-17.937,7.67,5.219,G5,0.659,-6.702,-13.583,26.957,3.352173282e-05,5.845798309e-05,1.674757144e-05,4.25402778,1.058887312,1.356702604e-07,2.161672695e-06,,,Dra,1,1595272,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
418739,25893.0,36320.0,,,,,5.52755223,18.24410971,331.4002,3.767,-37.186,,6.77,-0.832,K5,1.592,38.8296,312.3365,103.7502,-3.69804704e-06,1.930736451e-05,-5.674088658e-05,1.447109788,0.3184197832,1.82629313e-08,-1.802828153e-07,,,Tau,1,418739,,,,,,T,G_R3,HIP,G_R3,N,T
1269264,60688.0,108263.0,,,,,12.43800918,0.51475057,301.2473,-46.258,-4.258,19.017,8.3,0.905,K0 III,1.068,-299.257,-34.467,2.706,-2.710537576e-05,6.488252167e-05,-6.04307521e-06,3.256263185,0.008984092263,-2.242651124e-07,-2.06433665e-08,,,Vir,1,1269264,,,,,,T,G_R3,HIP,G_R3,G_R3,T
411676,25559.0,,,,,,5.4627292,-28.80007763,36.9004,-40.53,-176.75,,10.12,7.285,,1.203,4.533,32.017,-17.777,5.04390708e-06,-1.609918598e-05,-2.770876286e-05,1.430139159,-0.5026561789,-1.964949847e-07,-8.569081804e-07,,,Col,1,411676,,,,,,T,HIP,HIP,HYG,N,N
488904,28944.0,41840.0,,,,,6.10953862,-22.14481521,260.0368,-6.179,7.265,19.949,8.03,0.955,B9 V,-0.048,-6.906,240.756,-98.021,7.14553503e-06,2.256360947e-05,7.9360744e-07,1.599473469,-0.3864999372,-2.99566373e-08,3.52217139e-08,,,Lep,1,488904,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1406911,69071.0,,,,,,14.13864101,16.7257983,138.0723,-55.551,31.716,-19.417,9.22,3.519,F5,0.479,-112.041,-70.227,39.736,1.54221652e-06,4.485211533e-05,1.461730817e-05,3.701487557,0.29192025,-2.693188477e-07,1.537635069e-07,,,Boo,1,1406911,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2086409,97550.0,187434.0,,,,,19.82749728,7.29999429,69.2885,-1.617,-8.036,-4.562,8.79,4.587,F8,0.577,31.641,-61.01,8.804,-2.454456e-06,3.55384775e-06,-3.27056262e-06,5.190826644,0.1274089356,-7.8394372e-09,-3.89596274e-08,,,Aql,1,2086409,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1980021,94222.0,178881.0,,,,,19.18077308,-12.14323755,281.4127,0.089,-17.688,,7.94,0.693,B9 V,0.199,83.6971,-262.0758,-59.1966,-1.42869793e-06,4.87209516e-06,-2.359141292e-05,5.021514644,-0.2119394769,4.314842e-10,-8.57538438e-08,,,Sgr,1,1980021,,,,,,T,G_R3,HIP,G_R3,N,T
2378449,108775.0,209300.0,,,,,22.03492589,12.70454358,345.9768,1.589,-16.136,27.427,8.6,0.905,A5,0.264,293.82,-166.074,76.088,3.031457698e-05,-1.40722144e-05,-2.023289896e-05,5.768730102,0.2217361152,7.7036894e-09,-7.82295355e-08,,,Peg,1,2378449,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1550311,77293.0,,,,,,15.78077413,-5.25653111,58.1833,-148.229,31.861,33.883,10.23,6.406,K 2 V,0.95,-31.8,-48.432,-5.33,-5.434165584e-05,-6.58407822e-06,5.77513043e-06,4.131397002,-0.091743775,-7.186344706e-07,1.544664868e-07,,,Lib,1,1550311,,,,,,T,G_R3,HIP,G_R3,G_R3,T
238947,15007.0,20223.0,,,,,3.22380538,-43.36542621,338.6659,23.657,14.197,16.835,9.34,1.691,A9 V,0.294,163.601,183.99,-232.545,-1.007451919e-05,4.712453251e-05,5.12265421e-06,0.8439902739,-0.756869468,1.146923724e-07,6.88289982e-08,,,Eri,1,238947,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2423773,110948.0,,,,,,22.47933196,50.13798986,1066.1937,-3.119,-7.547,-20.22,8.75,-1.389,M2,1.616,629.925,-264.926,818.4,9.13671246e-06,-2.133229071e-05,-4.08769193e-05,5.885075339,0.8750730024,-1.51213387e-08,-3.65888885e-08,,,Lac,1,2423773,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1165375,54635.0,97156.0,,,,,11.18246423,-6.15173195,325.6056,-31.24,-23.267,,8.72,1.157,G8 II,1.179,-316.344,68.7604,-34.8924,1.432072807e-05,4.735259238e-05,-3.651616914e-05,2.927562286,-0.1073679771,-1.514557938e-07,-1.128015991e-07,,,Leo,1,1165375,,,,,,T,G_R3,HIP,G_R3,N,T
1385133,67786.0,120955.0,5221.0,,4 Cen,,13.88681691,-31.9276129,207.362,-10.428,-10.71,5.0,4.75,-1.834,B4 IV,-0.111,-154.953,-83.442,-109.663,-3.77781686e-06,9.87202657e-06,-1.184172751e-05,3.635560161,-0.5572419668,-5.05563706e-08,-5.19235452e-08,,4.0,Cen,1,1385133,,,,,,T,G_R3,HIP,G_R3,HYG,T
1224819,58011.0,103342.0,,,,,11.89832058,-42.78080249,115.1436,-0.414,-48.349,-4.455,8.74,3.434,F3 V,0.438,-84.481,2.249,-78.205,2.167386917e-05,-3.4566922e-07,-1.671382267e-05,3.11497304,-0.7466658592,-2.0071286e-09,-2.344025664e-07,,,Cen,1,1224819,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1086538,50750.0,,,,,,10.36307513,15.53432828,2817.0574,-13.798,3.121,,9.98,-2.269,B 2 III,-0.13,-2468.713,1127.862,754.452,8.868972218e-05,0.0001666575624,4.106713964e-05,2.713046722,0.2711251753,-6.68945916e-08,1.5131035e-08,,,Leo,1,1086538,,,,,,T,G_R3,HIP,G_R3,N,T
1468242,72696.0,131409.0,,,,,14.86299633,49.09800424,241.2214,-17.247,-62.736,-35.585,8.4,1.488,G5,0.949,-115.616,-107.606,182.322,-3.689047368e-05,-6.7804347e-06,-7.554508761e-05,3.891123336,0.8569218292,-8.36158155e-08,-3.041527106e-07,,,Boo,1,1468242,,,,,,T,G_R3,HIP,G_R3,G_R3,T
970478,45406.0,79498.0,,,,,9.25261163,23.3755434,48.6244,-127.013,-155.703,19.941,8.05,4.616,G5,0.693,-33.577,29.406,19.292,-5.31185186e-06,4.445224354e-05,-2.559997608e-05,2.422328058,0.4079801963,-6.157764001e-07,-7.54869445e-07,,,Cnc,1,970478,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
1260249,60102.0,107183.0,,,,,12.32559328,-32.58883148,227.5217,-15.998,1.813,,7.45,0.665,A2 V + (F),0.305,-191.004,-16.321,-122.545,-2.57513342e-06,1.749004438e-05,1.68539312e-06,3.226832771,-0.5687824081,-7.75604926e-08,8.789672e-09,,,Hya,1,1260249,,,,,,T,G_R3,HIP,G_R3,N,T
218296,13530.0,18044.0,,,,,2.9042245,13.33100748,98.5581,-25.936,-121.596,,8.74,3.772,K0,0.829,69.4916,66.0917,22.7249,1.824785767e-05,2.5260443e-07,-5.65343032e-05,0.7603241953,0.2326699729,-1.257412762e-07,-5.89514043e-07,,,Ari,1,218296,,,,,,T,G_R3,HIP,G_R3,N,HYG
1877590,90756.0,170531.0,,,,,18.51727538,-24.89202172,546.0888,-1.773,-7.261,,7.56,-1.126,B3/5 III,0.061,66.878,-490.823,-229.854,-5.74342704e-06,7.3838218e-06,-1.743788719e-05,4.847811353,-0.434447736,-8.5957466e-09,-3.52023213e-08,,,Sgr,1,1877590,,,,,,T,G_R3,HIP,G_R3,N,T
1195080,56281.0,100335.0,,,,,11.53800029,-60.85336527,1153.2649,-10.303,2.226,,7.84,-2.47,B5 III,-0.051,-557.59,67.772,-1007.234,-3.84020095e-06,5.849582262e-05,6.06148363e-06,3.020641409,-1.062091584,-4.99503535e-08,1.07919525e-08,,,Cen,1,1195080,,,,,,T,G_R3,HIP,G_R3,N,T
1670843,83128.0,154320.0,,,,,16.9882678,68.67889802,114.3397,17.89,-0.946,-1.398,7.51,2.219,A5,0.333,-10.883,-40.123,106.514,9.57851454e-06,-2.56592921e-06,-1.52176272e-06,4.447518105,1.198672896,8.67331675e-08,-4.5863374e-09,,,Dra,1,1670843,,,,,,T,G_R3,HIP,G_R3,G_R3,T
715653,36257.0,59351.0,,,,,7.46631982,-37.0226784,504.4248,-6.239,1.211,1.99,9.25,0.736,G8 III/IV,1.096,-150.832,373.42,-303.73,1.286953096e-05,8.87388113e-06,1.13927666e-06,1.954677956,-0.6461676352,-3.02475255e-08,5.8710937e-09,,,Pup,1,715653,,,,,,T,G_R3,HIP,G_R3,G_R3,T
85252,5210.0,6447.0,,,,,1.11059111,64.39299427,165.5102,-16.017,-52.563,-10.021,7.52,1.426,G0,0.587,68.531,20.507,149.254,3.587801058e-05,-2.67842511e-06,-2.747047609e-05,0.2907520724,1.123869764,-7.76526072e-08,-2.548326149e-07,,,Cas,1,85252,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2476682,113812.0,,,,,,23.04786985,-38.36305281,64.2511,-28.424,-1.049,-6.129,10.85,6.811,K3V,1.042,48.822,-12.428,-39.877,-7.14348965e-06,-7.31734695e-06,3.63361757e-06,6.03391821,-0.6695615819,-1.378034406e-07,-5.0856955e-09,,,Gru,1,2476682,,,,,,T,G_R3,HIP,G_R3,G_R3,HYG
2355912,107724.0,207439.0,,,,,21.82218576,-18.38654844,119.0448,38.212,-6.434,,7.56,2.181,A8/9 V(M),0.285,95.0983,-60.9753,-37.5497,1.091721575e-05,1.919691399e-05,-3.52418974e-06,5.713034866,-0.320905808,1.852570036e-07,-3.11929122e-08,,,Cap,1,2355912,,,,,,T,G_R3,HIP,G_R3,N,T
998510,46669.0,82268.0,,,,,9.51531805,-5.66150831,200.6376,2.273,35.882,0.956,6.84,0.328,K0 III,1.05,-158.886,120.908,-19.793,-4.85368674e-06,9.1530755e-07,3.463646492e-05,2.491104437,-0.09881196053,1.1019815e-08,1.739608449e-07,,,Hya,1,998510,,,,,,T,G_R3,HIP,G_R3,G_R3,T
255333,16162.0,22167.0,,,,,3.4711252,-73.54969501,246.0327,11.101,18.878,,8.16,1.205,A4 IV/V,0.191,42.8302,54.9522,-235.962,2.83182861e-06,2.517249166e-05,6.37647215e-06,0.9087384513,-1.28368434,5.38191667e-08,9.15231266e-08,,,Hyi,1,255333,,,,,,T,G_R3,HIP,G_R3,N,T
1033303,48315.0,85241.0,,,,,9.84950883,23.85983269,199.3061,-41.917,-10.057,12.609,8.83,2.332,G5,0.598,-154.141,97.283,80.619,8.31958315e-06,4.264310493e-05,-3.67043441e-06,2.578595379,0.4164326389,-2.032193505e-07,-4.87577119e-08,,,Leo,1,1033303,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1665068,82857.0,151826.0,,,,,16.93337471,-71.29423891,293.0412,23.689,-17.086,-23.731,8.26,0.925,G6 III,0.879,-25.904,-90.34,-277.562,4.083294363e-05,2.030755533e-05,1.520228685e-05,4.433147127,-1.244319205,1.148475128e-07,-8.28352655e-08,,,Aps,1,1665068,,,,,,T,G_R3,HIP,G_R3,G_R3,T
741352,37035.0,60618.0,,,,,7.61082867,29.781174,126.6508,-13.389,-18.832,2.954,8.32,2.807,F5IV,0.47,-44.995,100.293,62.906,4.07644234e-06,1.099698557e-05,-8.53537074e-06,1.992510284,0.5197795408,-6.49117037e-08,-9.13001123e-08,,,Gem,1,741352,,,,,,T,G_R3,HIP,G_R3,G_R3,T
2214044,101861.0,347112.0,,,,,20.64085889,23.06859503,584.0814,-4.019,-7.718,3.925,8.98,0.148,K0,1.017,342.63,-413.978,228.862,-9.5212439e-07,-1.669745963e-05,-1.853421087e-05,5.403764215,0.4026229366,-1.94846618e-08,-3.74179199e-08,,,Vul,1,2214044,,,,,,T,G_R3,HIP,G_R3,G_R3,T
1280633,61426.0,109458.0,,,,,12.58736997,-55.89299201,164.6211,-21.281,-7.73,20.626,8.68,2.598,F2 V,0.409,-91.22,-14.139,-136.305,-9.24204953e-06,1.575453945e-05,-2.09242374e-05,3.295365748,-0.9755167383,-1.031731994e-07,-3.74760975e-08,,,Cru,1,1280633,,,,,,T,G_R3,HIP,G_R3,G_R3,T
